Region,Product,Sales,CustomerID,EmployeeName
West,Headphones,8510,10532,Emma
North,Tablet,7939,10533,Charlie
North,Laptop,516,10534,Alice
East,Laptop,8459,10535,Alice
South,Phone,6741,10536,David
West,Phone,8406,10537,Charlie
East,Headphones,3522,10538,Alice
North,Phone,1766,10539,Charlie
South,Phone,978,10540,Emma
East,Headphones,4796,10541,Alice
South,Tablet,4477,10542,Bob
East,Phone,6568,10543,Emma
South,Tablet,4774,10544,Emma
North,Laptop,6913,10545,Alice
West,Phone,8291,10546,Bob
North,Laptop,985,10547,Charlie
West,Laptop,5173,10548,Bob
South,Tablet,837,10549,Emma
East,Headphones,9552,10550,Alice
North,Phone,7400,10551,Bob
West,Tablet,2503,10552,Bob
North,Headphones,1971,10553,Emma
West,Laptop,7227,10554,Charlie
North,Phone,2542,10555,Bob
West,Laptop,2019,10556,Bob
West,Laptop,6989,10557,David
South,Phone,9393,10558,Emma
West,Headphones,4888,10559,David
South,Headphones,8356,10560,Emma
West,Phone,9865,10561,Emma
East,Phone,2105,10562,David
East,Tablet,6164,10563,Charlie
East,Tablet,7439,10564,Charlie
West,Laptop,5617,10565,Emma
South,Phone,5879,10566,David
South,Headphones,2624,10567,Bob
West,Laptop,5491,10568,Emma
East,Laptop,7294,10569,Emma
East,Laptop,1946,10570,Alice
South,Laptop,3806,10571,Charlie
East,Headphones,2872,10572,David
North,Laptop,650,10573,Bob
South,Phone,2159,10574,Bob
East,Tablet,6639,10575,Emma
South,Headphones,9570,10576,Bob
North,Phone,7699,10577,Bob
South,Phone,2819,10578,Emma
South,Phone,3383,10579,Charlie
South,Tablet,8303,10580,Alice
South,Tablet,2015,10581,Charlie
North,Tablet,1089,10582,Charlie
West,Phone,1087,10583,Alice
South,Tablet,3119,10584,Emma
South,Laptop,5987,10585,Charlie
East,Tablet,6723,10586,David
South,Headphones,9887,10587,David
East,Phone,4853,10588,Alice
West,Phone,3105,10589,David
North,Laptop,3038,10590,Emma
North,Tablet,9257,10591,Bob
West,Tablet,2256,10592,Emma
North,Headphones,1860,10593,Alice
West,Laptop,2873,10594,Bob
West,Headphones,1695,10595,David
West,Headphones,2631,10596,Charlie
North,Phone,8509,10597,David
East,Phone,6143,10598,Emma
West,Tablet,3910,10599,Emma
South,Tablet,2867,10600,Alice
North,Headphones,3843,10601,Charlie
West,Tablet,7781,10602,Charlie
West,Headphones,3597,10603,Bob
South,Tablet,9952,10604,Bob
East,Tablet,1833,10605,Emma
East,Phone,7665,10606,Alice
East,Phone,3836,10607,Emma
West,Phone,8657,10608,Charlie
West,Phone,3584,10609,Charlie
West,Laptop,3887,10610,Emma
North,Phone,5213,10611,Charlie
South,Laptop,8305,10612,Bob
West,Phone,5601,10613,Charlie
South,Tablet,2931,10614,Bob
South,Headphones,1516,10615,David
East,Tablet,1141,10616,Alice
North,Tablet,4562,10617,Alice
West,Laptop,9007,10618,Charlie
East,Phone,940,10619,Alice
East,Headphones,1638,10620,David
West,Headphones,9606,10621,Charlie
South,Phone,5743,10622,Bob
East,Laptop,2803,10623,David
South,Laptop,6450,10624,David
North,Laptop,7546,10625,Alice
South,Headphones,7106,10626,Bob
North,Laptop,3921,10627,Emma
South,Laptop,2578,10628,David
East,Headphones,6603,10629,Alice
East,Headphones,4650,10630,David
North,Tablet,2700,10631,Bob
West,Headphones,5051,10632,Bob
North,Phone,6929,10633,Charlie
North,Headphones,8727,10634,Emma
South,Headphones,9509,10635,Emma
South,Laptop,2446,10636,Alice
North,Tablet,4456,10637,Emma
East,Laptop,2725,10638,Bob
South,Tablet,8215,10639,Emma
West,Laptop,3825,10640,Alice
South,Phone,9199,10641,David
South,Laptop,4245,10642,Emma
West,Laptop,8660,10643,Emma
North,Phone,5314,10644,Bob
West,Phone,9151,10645,Bob
North,Headphones,6603,10646,David
North,Laptop,1905,10647,Charlie
North,Phone,6590,10648,Emma
West,Phone,7787,10649,Bob
North,Headphones,2536,10650,Charlie
East,Tablet,6534,10651,Emma
West,Phone,3177,10652,Emma
East,Phone,6644,10653,Charlie
North,Laptop,2244,10654,Bob
South,Headphones,9923,10655,David
North,Laptop,1677,10656,Emma
East,Tablet,1261,10657,Alice
East,Headphones,5278,10658,Alice
West,Laptop,6958,10659,Alice
South,Phone,6123,10660,David
West,Phone,5214,10661,Emma
East,Headphones,4226,10662,Bob
North,Phone,2433,10663,Bob
South,Laptop,4061,10664,David
North,Headphones,7679,10665,Emma
North,Phone,4944,10666,Charlie
South,Phone,3464,10667,Charlie
West,Tablet,9722,10668,Emma
North,Tablet,7724,10669,Emma
East,Headphones,9281,10670,Bob
North,Tablet,3601,10671,David
South,Laptop,4397,10672,David
South,Phone,4178,10673,Bob
South,Phone,2343,10674,Alice
West,Phone,2438,10675,Charlie
North,Headphones,8944,10676,Emma
West,Headphones,8366,10677,Charlie
West,Tablet,7583,10678,Charlie
South,Phone,5872,10679,David
South,Phone,1966,10680,Bob
West,Phone,1235,10681,Alice
North,Phone,839,10682,Alice
East,Phone,1876,10683,Bob
West,Laptop,5219,10684,Charlie
North,Phone,1204,10685,Bob
South,Laptop,4224,10686,Bob
South,Phone,8689,10687,Emma
North,Headphones,4918,10688,Emma
East,Headphones,5759,10689,Charlie
South,Laptop,1052,10690,David
South,Phone,3991,10691,Alice
South,Headphones,1289,10692,Emma
North,Headphones,1673,10693,Charlie
West,Phone,1052,10694,Bob
South,Phone,3922,10695,Emma
West,Headphones,4711,10696,Bob
East,Phone,9323,10697,Bob
South,Tablet,769,10698,Emma
South,Phone,1360,10699,Charlie
East,Headphones,790,10700,Alice
South,Headphones,6370,10701,Charlie
West,Laptop,1129,10702,David
North,Tablet,7507,10703,David
West,Headphones,6443,10704,Alice
North,Tablet,974,10705,David
North,Phone,5132,10706,Bob
West,Headphones,4580,10707,David
West,Laptop,2260,10708,Emma
West,Headphones,5208,10709,Bob
West,Laptop,7420,10710,Charlie
East,Tablet,3898,10711,Alice
South,Laptop,4061,10712,Emma
North,Phone,4344,10713,Emma
West,Phone,4304,10714,Alice
West,Phone,2008,10715,David
West,Headphones,4610,10716,Alice
East,Phone,5353,10717,Alice
West,Phone,7331,10718,David
West,Headphones,8695,10719,Charlie
West,Tablet,3947,10720,Alice
South,Phone,6084,10721,David
East,Phone,4291,10722,Emma
West,Headphones,5581,10723,Alice
North,Tablet,9852,10724,Alice
North,Tablet,1333,10725,Charlie
North,Tablet,5835,10726,Charlie
East,Headphones,5987,10727,Emma
East,Laptop,6760,10728,Charlie
North,Laptop,9894,10729,Emma
West,Phone,2675,10730,Alice
East,Phone,4673,10731,David
North,Phone,3288,10732,Charlie
North,Laptop,7960,10733,Emma
West,Headphones,9033,10734,Charlie
South,Phone,7221,10735,Charlie
East,Headphones,4691,10736,Bob
West,Phone,7812,10737,Alice
North,Headphones,8687,10738,Charlie
North,Headphones,5116,10739,David
West,Laptop,1495,10740,Bob
East,Headphones,856,10741,Emma
South,Tablet,8877,10742,Emma
South,Laptop,2193,10743,David
North,Phone,3090,10744,David
East,Laptop,8421,10745,Alice
South,Tablet,2191,10746,David
East,Tablet,9774,10747,Emma
East,Headphones,2557,10748,Alice
North,Tablet,3404,10749,David
South,Tablet,4951,10750,David
West,Tablet,7437,10751,Emma
North,Tablet,2880,10752,Alice
South,Phone,8708,10753,Bob
South,Phone,9015,10754,Bob
South,Laptop,2570,10755,Alice
South,Headphones,1430,10756,David
South,Phone,1944,10757,David
East,Tablet,9094,10758,Alice
North,Headphones,3902,10759,Bob
East,Phone,5052,10760,Charlie
West,Laptop,2021,10761,Emma
South,Tablet,3598,10762,Alice
North,Headphones,8620,10763,Charlie
South,Phone,7855,10764,Emma
North,Headphones,2687,10765,Charlie
East,Phone,3068,10766,Charlie
North,Laptop,8783,10767,Emma
West,Tablet,5447,10768,Charlie
West,Laptop,5440,10769,Bob
North,Tablet,5262,10770,Alice
North,Tablet,2253,10771,Bob
North,Headphones,5554,10772,Bob
North,Phone,5392,10773,Emma
West,Laptop,6281,10774,Emma
South,Laptop,587,10775,Emma
North,Laptop,2141,10776,Charlie
North,Headphones,3462,10777,Charlie
West,Headphones,5913,10778,Alice
West,Headphones,7920,10779,Charlie
East,Tablet,9242,10780,Alice
North,Laptop,7410,10781,Bob
East,Tablet,5673,10782,Alice
West,Laptop,5729,10783,Alice
West,Laptop,9315,10784,Emma
South,Phone,4257,10785,Charlie
North,Laptop,5296,10786,David
East,Headphones,3792,10787,David
West,Headphones,4332,10788,Emma
West,Headphones,3111,10789,Bob
East,Phone,8853,10790,Bob
South,Phone,8728,10791,Bob
West,Tablet,9537,10792,Alice
North,Laptop,7266,10793,Charlie
West,Laptop,8037,10794,Bob
North,Headphones,5796,10795,David
East,Headphones,3846,10796,Alice
North,Headphones,4554,10797,Bob
East,Headphones,4700,10798,Bob
North,Headphones,9027,10799,Charlie
East,Headphones,2060,10800,Charlie
North,Laptop,8022,10801,Alice
South,Phone,4664,10802,David
North,Headphones,7220,10803,Emma
North,Laptop,9353,10804,David
South,Headphones,5939,10805,Charlie
West,Tablet,5352,10806,Charlie
West,Tablet,7095,10807,Emma
North,Laptop,7213,10808,David
South,Phone,3683,10809,David
North,Tablet,8532,10810,Emma
East,Tablet,2909,10811,Charlie
East,Phone,4798,10812,Alice
North,Tablet,3034,10813,David
West,Headphones,6099,10814,Bob
West,Phone,503,10815,David
North,Tablet,526,10816,David
North,Phone,5661,10817,David
East,Headphones,1464,10818,Charlie
West,Tablet,6707,10819,Bob
North,Laptop,3596,10820,David
East,Tablet,571,10821,Alice
West,Tablet,6101,10822,Bob
South,Headphones,3447,10823,Emma
East,Laptop,6738,10824,Alice
West,Laptop,4990,10825,Emma
West,Laptop,2911,10826,David
East,Headphones,8808,10827,Charlie
South,Headphones,3424,10828,David
East,Headphones,3337,10829,David
West,Headphones,1076,10830,Emma
North,Headphones,9463,10831,David
North,Laptop,8407,10832,Alice
East,Phone,8891,10833,Charlie
West,Headphones,2255,10834,Emma
North,Phone,8871,10835,Bob
West,Tablet,2905,10836,David
East,Tablet,7383,10837,Emma
North,Headphones,8663,10838,David
West,Tablet,6639,10839,David
North,Phone,3488,10840,Emma
East,Tablet,6284,10841,Alice
West,Tablet,1619,10842,Bob
North,Phone,2714,10843,David
East,Tablet,8500,10844,Alice
North,Headphones,8565,10845,David
North,Phone,3401,10846,David
South,Phone,1585,10847,Alice
